character_code,character_name,skill_no,skill_name,level,values,description,icon
3001,라피,3,다탄두 미사일,7,"[""548.1"", ""50.62""]","■ 최종 공격력이 가장 높은 적 1기에게
[최종 공격력 548.1% 버스트 스킬 대미지]
■ 자신에게
[공격력 50.62% ▲] [10초 유지]",icn_skill_c010_ult.webp
3001,라피,3,다탄두 미사일,8,"[""584.64"", ""54""]","■ 최종 공격력이 가장 높은 적 1기에게
[최종 공격력 584.64% 버스트 스킬 대미지]
■ 자신에게
[공격력 54% ▲] [10초 유지]",icn_skill_c010_ult.webp
3001,라피,3,다탄두 미사일,9,"[""621.18"", ""57.37""]","■ 최종 공격력이 가장 높은 적 1기에게
[최종 공격력 621.18% 버스트 스킬 대미지]
■ 자신에게
[공격력 57.37% ▲] [10초 유지]",icn_skill_c010_ult.webp
3001,라피,3,다탄두 미사일,10,"[""657.72"", ""60.75""]","■ 최종 공격력이 가장 높은 적 1기에게
[최종 공격력 657.72% 버스트 스킬 대미지]
■ 자신에게
[공격력 60.75% ▲] [10초 유지]",icn_skill_c010_ult.webp
3002,네온,1,네온 특제탄,1,"[""1.78""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 1.78% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,2,"[""1.97""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 1.97% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,3,"[""2.17""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 2.17% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,4,"[""2.37""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 2.37% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,5,"[""2.57""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 2.57% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,6,"[""2.77""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 2.77% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,7,"[""2.96""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 2.96% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,8,"[""3.16""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 3.16% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,9,"[""3.36""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 3.36% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,1,네온 특제탄,10,"[""3.56""]","■ 적 처치 시 최종 공격력이 가장 높은 아군 2기에게
[크리티컬 확률 3.56% ▲] [5초 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,1,"[""22.96""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 22.96% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,2,"[""25.52""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 25.52% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,3,"[""28.07""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 28.07% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,4,"[""30.62""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 30.62% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,5,"[""33.17""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 33.17% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,6,"[""35.72""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 35.72% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,7,"[""38.28""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 38.28% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,8,"[""40.83""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 40.83% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,9,"[""43.38""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 43.38% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,2,화력 만세!,10,"[""45.93""]","■ 풀 버스트 타임 시작 시 아군 전체에게
[크리티컬 확률 45.93% ▲] [2발 유지]",icn_skill_statcritical_01.webp
3002,네온,3,오직 화력!,1,"[""198.36""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 198.36% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,2,"[""235.1""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 235.1% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,3,"[""271.83""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 271.83% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,4,"[""308.57""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 308.57% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,5,"[""345.3""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 345.3% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,6,"[""382.04""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 382.04% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,7,"[""418.77""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 418.77% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,8,"[""455.51""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 455.51% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,9,"[""492.24""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 492.24% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3002,네온,3,오직 화력!,10,"[""528.97""]","■ 최종 방어력이 가장 높은 적 1기에게
[최종 공격력 528.97% 버스트 스킬 대미지]
■ 샷건 소지 아군 전체에게
[최대 장탄 수 3발 ▲] [10초 유지]",icn_skill_c011_ult.webp
3005,아니스,1,포메이션 D.H,1,"[""52.5""]","■ 40회 피격 시 자신에게
[방어력 52.5% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,2,"[""60""]","■ 40회 피격 시 자신에게
[방어력 60% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,3,"[""67.5""]","■ 40회 피격 시 자신에게
[방어력 67.5% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,4,"[""75""]","■ 40회 피격 시 자신에게
[방어력 75% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,5,"[""82.5""]","■ 40회 피격 시 자신에게
[방어력 82.5% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,6,"[""90""]","■ 40회 피격 시 자신에게
[방어력 90% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,7,"[""97.5""]","■ 40회 피격 시 자신에게
[방어력 97.5% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,8,"[""105""]","■ 40회 피격 시 자신에게
[방어력 105% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,9,"[""112.5""]","■ 40회 피격 시 자신에게
[방어력 112.5% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,1,포메이션 D.H,10,"[""120""]","■ 40회 피격 시 자신에게
[방어력 120% ▲] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,1,"[""35""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 35% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,2,"[""40""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 40% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,3,"[""45""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 45% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,4,"[""50""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 50% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,5,"[""55""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 55% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,6,"[""60""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 60% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,7,"[""65""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 65% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,8,"[""70""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 70% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,9,"[""75""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 75% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,2,포메이션 C.H,10,"[""80""]","■ 자신과 자신을 제외한 최종 공격력이 가장 높은 아군 2기에게
[방어력 80% ▲ ] [5초 유지]
[받는 대미지 균등 분배] [10초 유지]",icn_skill_defup_01.webp
3005,아니스,3,핀 포인트 미사일,1,"[""68.57"", ""14""]","■ 공격 범위 내 적들에게
[최종 공격력 68.57% 대미지]
[방어력 14% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,2,"[""78.36"", ""16""]","■ 공격 범위 내 적들에게
[최종 공격력 78.36% 대미지]
[방어력 16% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,3,"[""88.16"", ""18""]","■ 공격 범위 내 적들에게
[최종 공격력 88.16% 대미지]
[방어력 18% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,4,"[""97.95"", ""20""]","■ 공격 범위 내 적들에게
[최종 공격력 97.95% 대미지]
[방어력 20% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,5,"[""107.75"", ""22""]","■ 공격 범위 내 적들에게
[최종 공격력 107.75% 대미지]
[방어력 22% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,6,"[""117.55"", ""24""]","■ 공격 범위 내 적들에게
[최종 공격력 117.55% 대미지]
[방어력 24% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,7,"[""127.34"", ""26""]","■ 공격 범위 내 적들에게
[최종 공격력 127.34% 대미지]
[방어력 26% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,8,"[""137.14"", ""28""]","■ 공격 범위 내 적들에게
[최종 공격력 137.14% 대미지]
[방어력 28% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,9,"[""146.93"", ""30""]","■ 공격 범위 내 적들에게
[최종 공격력 146.93% 대미지]
[방어력 30% ▼] [5초 유지]",icn_skill_c012_ult.webp
3005,아니스,3,핀 포인트 미사일,10,"[""156.73"", ""32""]","■ 공격 범위 내 적들에게
[최종 공격력 156.73% 대미지]
[방어력 32% ▼] [5초 유지]",icn_skill_c012_ult.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,1,"[""5.2"", ""5.2"", ""5.2""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 5.2% ▲] [20초 유지]
2회: [파츠 대미지 5.2% ▲] [20초 유지]
3회: [파츠 대미지 5.2% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,2,"[""6"", ""6"", ""6""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 6% ▲] [20초 유지]
2회: [파츠 대미지 6% ▲] [20초 유지]
3회: [파츠 대미지 6% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,3,"[""6.8"", ""6.8"", ""6.8""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 6.8% ▲] [20초 유지]
2회: [파츠 대미지 6.8% ▲] [20초 유지]
3회: [파츠 대미지 6.8% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,4,"[""7.6"", ""7.6"", ""7.6""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 7.6% ▲] [20초 유지]
2회: [파츠 대미지 7.6% ▲] [20초 유지]
3회: [파츠 대미지 7.6% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,5,"[""8.4"", ""8.4"", ""8.4""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 8.4% ▲] [20초 유지]
2회: [파츠 대미지 8.4% ▲] [20초 유지]
3회: [파츠 대미지 8.4% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,6,"[""9.2"", ""9.2"", ""9.2""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 9.2% ▲] [20초 유지]
2회: [파츠 대미지 9.2% ▲] [20초 유지]
3회: [파츠 대미지 9.2% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,7,"[""10"", ""10"", ""10""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 10% ▲] [20초 유지]
2회: [파츠 대미지 10% ▲] [20초 유지]
3회: [파츠 대미지 10% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,8,"[""10.8"", ""10.8"", ""10.8""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 10.8% ▲] [20초 유지]
2회: [파츠 대미지 10.8% ▲] [20초 유지]
3회: [파츠 대미지 10.8% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,9,"[""11.6"", ""11.6"", ""11.6""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 11.6% ▲] [20초 유지]
2회: [파츠 대미지 11.6% ▲] [20초 유지]
3회: [파츠 대미지 11.6% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,1,어퍼 웨이브,10,"[""12.4"", ""12.4"", ""12.4""]","■ 버스트 스킬 사용 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회: [파츠 대미지 12.4% ▲] [20초 유지]
2회: [파츠 대미지 12.4% ▲] [20초 유지]
3회: [파츠 대미지 12.4% ▲] [20초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,1,"[""8.32"", ""8.32"", ""8.32""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 8.32% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 8.32% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 8.32% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,2,"[""9.68"", ""9.64"", ""9.64""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 9.68% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 9.64% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 9.64% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,3,"[""11.04"", ""10.96"", ""10.96""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 11.04% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 10.96% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 10.96% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,4,"[""12.4"", ""12.28"", ""12.28""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 12.4% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 12.28% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 12.28% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,5,"[""13.76"", ""13.6"", ""13.6""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 13.76% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 13.6% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 13.6% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,6,"[""15.12"", ""14.92"", ""14.92""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 15.12% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 14.92% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 14.92% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,7,"[""16.48"", ""16.24"", ""16.24""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 16.48% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 16.24% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 16.24% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,8,"[""17.84"", ""17.56"", ""17.56""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 17.84% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 17.56% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 17.56% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,9,"[""19.2"", ""18.88"", ""18.88""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 19.2% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 18.88% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 18.88% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,2,워터 제트,10,"[""20.56"", ""20.2"", ""20.2""]","■ 버스트 3단계 돌입 시 자신에게
[시작 횟수 별 효과] [하위 효과 중복 적용]
1회 : [우월 코드 공격 대미지 20.56% ▲] [10초 유지]
2회 : [우월 코드 공격 대미지 20.2% ▲] [10초 유지]
3회 : [우월 코드 공격 대미지 20.2% ▲] [10초 유지]",icn_skill_atkup_01.webp
5071,네온 : 블루 오션,3,풀 하이드로 샷,1,"[""19.5"", ""6.5""]","■ 자신에게
[사용 무기 변경]
대미지: 최종 공격력 19.5%
유지 시간 : 7초
■ 대상이 작열 코드라면 대상에게
[최종 공격력 6.5% 추가 대미지]",icn_skill_c014_ult.webp
5071,네온 : 블루 오션,3,풀 하이드로 샷,2,"[""21"", ""7""]","■ 자신에게
[사용 무기 변경]
대미지: 최종 공격력 21%
유지 시간 : 7초
■ 대상이 작열 코드라면 대상에게
[최종 공격력 7% 추가 대미지]",icn_skill_c014_ult.webp
5071,네온 : 블루 오션,3,풀 하이드로 샷,3,"[""22.5"", ""7.5""]","■ 자신에게
[사용 무기 변경]
대미지: 최종 공격력 22.5%
유지 시간 : 7초
■ 대상이 작열 코드라면 대상에게
[최종 공격력 7.5% 추가 대미지]",icn_skill_c014_ult.webp
