character_code,character_name,skill_no,skill_name,level,values,description,icon
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,1,"[""13.75"", ""750""]","■ 자신에게
[공격 대미지 13.75% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 750% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,2,"[""15.28"", ""816.67""]","■ 자신에게
[공격 대미지 15.28% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 816.67% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,3,"[""16.81"", ""883.34""]","■ 자신에게
[공격 대미지 16.81% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 883.34% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,4,"[""18.34"", ""950.01""]","■ 자신에게
[공격 대미지 18.34% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 950.01% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,5,"[""19.87"", ""1016.68""]","■ 자신에게
[공격 대미지 19.87% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1016.68% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,6,"[""21.4"", ""1083.35""]","■ 자신에게
[공격 대미지 21.4% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1083.35% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,7,"[""22.93"", ""1150.02""]","■ 자신에게
[공격 대미지 22.93% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1150.02% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,8,"[""24.46"", ""1216.69""]","■ 자신에게
[공격 대미지 24.46% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1216.69% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,9,"[""25.99"", ""1283.36""]","■ 자신에게
[공격 대미지 25.99% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1283.36% 버스트 스킬 대미지]",
,드레이크 : 그레이트 빌런,3,빌런 웹 스페셜,10,"[""27.5"", ""1350""]","■ 자신에게
[공격 대미지 27.5% ▲] [25초 유지]
■ 적 전체에게
[최종 공격력 1350% 버스트 스킬 대미지]",
